UUID,Name,Location,Street Address,Suburb,State,Postcode,Telephone,Status,Latitude,Longitude,Create DateTime,Update DateTime
38b7580b-f035-4ad0-b840-1b83c649bf89,Anytime Fitness,Dee Why,"Dee Why Market, 23 Oaks Avenue",Dee Why,NSW,2099,02 9984 8026,Open,,,,
935bf577-3d9e-43b8-92ff-aa95e1adbd43,Anytime Fitness,Drummoyne,71 Victoria Road,Drummoyne,NSW,2047,02 9181 5222,Open,,,,
d87d9d3a-efc4-4b06-8e65-44b9cfdd2a08,Anytime Fitness,Dubbo,"1/1 Commercial Avenue, BlueRidge Business Park",Dubbo,NSW,2830,02 6885 2448,Open,,,,
c6f7d509-7f35-46a0-b5db-cbf55aa4e985,Anytime Fitness,Dubbo West,"1 Torvean Avenue, Delroy Park",Dubbo West,NSW,2830,02 6884 6609,Open,,,,
76506918-bbd9-4899-9865-0a02e8e83388,Anytime Fitness,Dural,Unit 6 286-288 New Line Road,Dural,NSW,2158,02 9651 3554,Open,,,,
b164f804-5cbe-4dff-91fa-63478210e255,Anytime Fitness,Earlwood,371 - 373 Homer Street,Earlwood,NSW,2207,02 9558 0615,Open,,,,
10edf724-1de3-4198-91cc-d42ced7cb5e9,Anytime Fitness,Edgecliff,179-191 New South Head Road,Edgecliff,NSW,2027,02 9327 1498,Open,,,,
8606be09-633c-4f8b-be47-d391c3091966,Anytime Fitness,Edgeworth,"Shop LG1 Edgeworth Town Mall, 720 Main Road",Edgeworth,NSW,2285,02 4953 0209,Open,,,,
a4764a01-737e-4c8f-b8c7-8a359f666c90,Anytime Fitness,Edmondson Park,1956 Camden Valley Way,Edmondson Park,NSW,2171,02 9826 5273,Open,,,,
a62bfded-95e2-4077-9241-0f9b826cd253,Anytime Fitness,Emerton,135 Popondetta Rd,Emerton,NSW,2770,02 9675 7140,Open,,,,
7405567e-9b78-479c-ae74-a4a3905aaeee,Anytime Fitness,Emu Plains,"Lennox Shopping Centre, Great Western Highway",Emu Plains,NSW,2750,02 4735 5093,Open,,,,
47426ba1-a25f-4783-a2db-560940a8305e,Anytime Fitness,Engadine,24-28 Station Street,Engadine,NSW,2233,02 9548 6006,Open,,,,
64d56067-0704-4bec-b855-89e54cf2be4a,Anytime Fitness,Erina,310 The Entrance Road,Erina,NSW,2250,02 4367 7922,Open,,,,
313d59de-32ae-4c4d-97e3-11c084a55434,Anytime Fitness,Fairfield,8 Nelson Street,Fairfield,NSW,2165,02 9724 5004,Open,,,,
5a2614c4-7510-4f7c-b9d9-f8082be1d1dc,Anytime Fitness,Fairfield East,"Unit 6, 708-712 Woodville Road",Fairfield East,NSW,2165,02 9681 7354,Open,,,,
e4d02d2c-0ee2-4ee4-8558-83f271790c11,Anytime Fitness,Fairfield West,366 Hamilton Road,Fairfield West,NSW,2165,02 9756 3970,Open,,,,
1439a326-05dc-4cc3-85c2-0271692c83b0,Anytime Fitness,Fairy Meadow,"Unit 5, 135-143 Princes Highway",Fairy Meadow,NSW,2519,02 4226 4463,Open,,,,
ec612820-0169-4a52-a930-241809051fa9,Anytime Fitness,Figtree,147 The Avenue,Figtree,NSW,2525,02 4226 5078,Open,,,,
bf934442-6b61-487e-918d-870b26a502c2,Anytime Fitness,Five Dock,134 Great North Road,Five Dock,NSW,2046,02 8753 0028,Open,,,,
03e238a0-4b8c-4502-9fef-346fa381b8b2,Anytime Fitness,Forbes,131-135 Rankin Street,Forbes,NSW,2871,02 6851 5400,Open,,,,
5eb39626-96ce-423d-930b-9cf8f26848a4,Anytime Fitness,Forster,Shop 15 Stockland Centre,Forster,NSW,2428,02 6554 9212,Open,,,,
cf8a5fb5-dbb1-4910-ab7b-8f973cdd6050,Anytime Fitness,Frenchs Forest,"Unit E, Ground Floor 5 Skyline Place",Frenchs Forest,NSW,2086,02 9451 0329,Open,,,,
f4f74ca3-ccf4-43b1-83e8-ee6d6bb8db42,Anytime Fitness,Gateshead,5 Pacific Highway,Gateshead,NSW,2290,02 4943 1910,Open,,,,
158128fa-760c-4832-9b49-4d117f0e10cf,Anytime Fitness,Gladesville,408 Victoria Road,Gladesville,NSW,2111,02 9817 3841,Open,,,,
c2a657be-341e-4db9-bc08-44a46d8b3439,Anytime Fitness,Glebe,1-9 Glebe Point Road,Glebe,NSW,2037,02 9571 9873,Open,,,,
962ec8da-4c43-42e0-9c2d-61816db05662,Anytime Fitness,Glendenning,6/197 Power St,Glendenning,NSW,2761,02 9625 5651,Open,,,,
8c2c5449-2382-4807-a84d-0176b58fba78,Anytime Fitness,Glenfield Park,159 Fernleigh Road,Glenfield Park,NSW,2650,02 69712573,Open,,,,
9a4ebefc-01b9-4fc1-8676-f5449d1e2a0f,Anytime Fitness,Goulburn,322-326 Auburn St,Goulburn,NSW,2580,02 48210432,Open,,,,
f26b6655-5edd-489e-ab10-ce79302ec1e2,Anytime Fitness,Grafton,"Lot 1-2, Iolanthe Street",Grafton,NSW,2460,02 6642 3055,Open,,,,
44c3ad8e-12b1-4e46-985b-08c33bd4d34b,Anytime Fitness,Green Hills,11 Molly Morgan Drive,Green Hills,NSW,2323,02 4933 1000,Open,,,,
5aba2a78-3790-459d-8bd2-25e186e1f9b2,Anytime Fitness,Griffith,2/86 Willandra Avenue,Griffith,NSW,2680,02 6962 4222,Open,,,,
35e108ca-6553-4260-8e68-957154929d97,Anytime Fitness,Gunnedah,"Shop 4, Gunnedah Shopping Centre Little Conadilly Street",Gunnedah,NSW,2380,02 6742 0555,Open,,,,
0ca8a934-e227-4016-a775-30173db76172,Anytime Fitness,Hornsby,185 Pacific Highway,Hornsby,NSW,2077,02 9476 1285,Open,,,,
bf2c02a6-b2db-40c3-9b8b-5d88c99cbccc,Anytime Fitness,Hoxton Park,20 Mustang Drive,Hoxton Park,NSW,2171,02 8783 7711,Open,,,,
108122e8-19e5-46cb-89d9-5828a3392523,Anytime Fitness,Hurlstone Park,"Crinan St and Canterbury Rd, 20-26 Canterbury Road",Hurlstone Park,NSW,2193,02 9559 0026,Open,,,,
38e98526-0f26-482e-a34b-cbab0e30b045,Anytime Fitness,Hurstville,124 Forest Road,Hurstville,NSW,2220,02 9580 0998,Open,,,,
91f76f01-e089-413e-a0b0-c7adb3a6733b,Anytime Fitness,Illawong,273 Fowler Road,Illawong,NSW,2234,02 9543 2074,Open,,,,
1744d965-4db8-43d9-b55b-4d50ce6a499a,Anytime Fitness,Inverell,"Central Plaza, 121 Byron Street",Inverell,NSW,2360,02 6721 4820,Open,,,,
bedbd004-6110-48d8-a253-61c0d68cb994,Anytime Fitness,Jerrabomberra,"Shop 13 Jerrabomberra Village Shopping Centre, Limestone Drive",Jerrabomberra,NSW,2619,02 6255 8464,Open,,,,
e7c3e516-f94f-4e66-a2b5-e89fd770c837,Anytime Fitness,Jordan Springs,"Woolworths Shopping Village, 1 Lakeside Parade",Jordan Springs,NSW,2747,0488 855 FIT,Open,,,,
1febdf7b-9fc9-4deb-a466-92337c116510,Anytime Fitness,Katoomba,1/44 Wilson Street,Katoomba,NSW,2780,02 4782 6643,Open,,,,
ef0c981e-93a8-4965-a2dc-c09f085201f1,Anytime Fitness,Kempsey,14 Clyde Street,Kempsey,NSW,2440,02 6562 5500,Open,,,,
64635b8c-e9b5-493f-900e-ed689cc59792,Anytime Fitness,Kiama,3/3 Brown St,Kiama,NSW,2533,02 42321063,Open,,,,
a579aa0e-1cbb-43c0-b79a-2eafb9f8e8a7,Anytime Fitness,Kincumber,34 Avoca Drive,Kincumber,NSW,2251,02 4369 1600,Open,,,,
c1fac1a9-4f31-4c20-bee9-952f944d9a20,Anytime Fitness,Kings Park,Unit 1/152 Sunnyholt Road,Kings Park,NSW,2148,02 9622 4270,Open,,,,
0952048e-98d0-45b1-814b-1c1b23e81a77,Anytime Fitness,Kotara,"Unit 5, 6 Bradford Close",Kotara,NSW,2289,02 4952 4600,Open,,,,
884ecb94-d5aa-494b-9069-d85cffbe4283,Anytime Fitness,Kurri Kurri,110 Lang Street,Kurri Kurri,NSW,2327,02 4937 4969,Open,,,,
bebfe520-42f3-454d-9830-0f4faf770d77,Anytime Fitness,Lake Haven,"Unit T03, Lake Haven Mega Centre, Cnr Pacific Hwy & Lake Haven Dr",Lake Haven,NSW,2263,02 4392 1811,Open,,,,
5278617e-e17e-4903-a823-05e37a20ded4,Anytime Fitness,Lane Cove,71 Longueville Rd,Lane Cove,NSW,2066,02 9418 6299,Open,,,,
94a80ca0-662f-4567-a2ce-ec7a8bae7ed8,Anytime Fitness,Leeton,37 Kurrajong Avenue,Leeton,NSW,2705,02 6953 3235,Open,,,,
108e7934-df4a-4492-b41e-5f358d935f49,Anytime Fitness,Leichhardt,55 Norton Street,Leichhardt,NSW,2040,02 9569 2457,Open,,,,
e7b4ef51-88c4-46f8-af8d-8747b2adbd8f,Anytime Fitness,Lismore,"Shop 8-11 Goonellabah Shopping Centre, Simeonei Dr & Oliver Ave",Lismore,NSW,2480,02 6624 5678,Open,,,,
a041cab3-adbd-4dc1-b0d1-77c5148fab89,Anytime Fitness,Lithgow,1 Naomi Street,Lithgow,NSW,2790,02 6351 4251,Open,,,,
ff8f539c-ddc9-4739-abd3-edd13afa0a81,Anytime Fitness,Liverpool,64 Macquarie Street,Liverpool,NSW,2170,02 9601 3862,Open,,,,
98f008ad-a476-4d29-ab2c-5dc5643ae4a5,Anytime Fitness,Macquarie Fields,Brooks Street and Victoria Road,Macquarie Fields,NSW,2564,02 9605 6620,Open,,,,
3c34b026-3e5e-47a1-b423-281a233a9448,Anytime Fitness,Macquarie Park,"Suite 1.01, Building 1 35 Waterloo Road",Macquarie Park,NSW,2113,02 9889 1880,Open,,,,
1147b476-22c6-4e4b-8e15-ed1373359f7f,Anytime Fitness,Manly,2-5 Pittwater Rd,Manly,NSW,2095,02 9976 3607,Open,,,,
9bc2f3c3-2dc1-46ef-8c1b-171d75d8d70b,Anytime Fitness,Maroubra,205 Maroubra Road,Maroubra,NSW,2035,0438 054 837,Open,,,,
9d46e6ca-1967-4139-b97b-f21d51dbe8b3,Anytime Fitness,Marrickville,142 Marrickville Road,Marrickville,NSW,2204,02 9517 3050,Open,,,,
60727cdd-23b3-4b25-9ca6-9c69387cca7f,Anytime Fitness,Mascot,230 Coward Street,Mascot,NSW,2020,02 8339 1688,Open,,,,
3fb84b0e-8547-490c-8207-f2ab3b988441,Anytime Fitness,Mayfield,109-111 Maitland Road,Mayfield,NSW,2304,02 4960 8002,Open,,,,
cba2c0e5-fc9b-4ffd-9766-6d655f0107b0,Anytime Fitness,McMahons Point,182 Blues Point Road,Mcmahons Point,NSW,2060,02 8920 1551,Open,,,,
25fed1ba-642d-487e-9b90-4c01bfa0718d,Anytime Fitness,Merrylands,"Merrylands RSL, Level 4 Carpark (Entrance off Miller St) 14 Military Road",Merrylands,NSW,2160,02 9682 5407,Open,,,,
7b73653e-51b3-42aa-bd90-c9f15048a558,Anytime Fitness,Miller,"Shop 51, 90 Cartwright Avenue",Miller,NSW,2168,02 9607 3580,Open,,,,
37e85f97-a379-4d87-aaa6-6e2fc5499132,Anytime Fitness,Minto,46 Ben Lomond Road,Minto,NSW,2566,02 9820 1562,Open,,,,
43f52751-d9e4-4be8-bb15-495d07281d95,Anytime Fitness,Miranda,615 Kingsway,Miranda,NSW,2228,02 9542 7077,Open,,,,
5243efdb-a03e-47a4-abdf-20673d834100,Anytime Fitness,Moorebank,"Lot 19 & 20 Moorebank Shopping Village, Maddecks Avenue and Stockton Avenue",Moorebank,NSW,2170,02 9822 7910,Open,,,,
39b320e9-88aa-41ff-8a30-a1a9f67bfb90,Anytime Fitness,Morisset,4/50 Alliance Ave,Morisset,NSW,2264,02 4973 3089,Open,,,,
f44a111a-098a-428d-b100-10e1213c24d8,Anytime Fitness,Mosman,"Level 1, 22 Spit Road",Mosman,NSW,2088,02 9969 3735,Open,,,,
a43d40e8-7aa1-40a7-8fa7-a333e4ea1d26,Anytime Fitness,Mount Druitt,"Shop No. Pad 3, Corner of Luxford Road and Carlisle Avenue",Mount Druitt,NSW,2770,02 9832 4252,Open,,,,
5b496752-0382-415e-9c76-559cc9d31c02,Anytime Fitness,Mt Annan,"shop 14b, 2-4 Main Street",Mt Annan,NSW,2567,02 4647 7664,Open,,,,
d9dbdf1e-b5cd-4a54-a273-69ea8bd26f54,Anytime Fitness,Mudgee,96b Mortimer Street,Mudgee,NSW,2850,02 6372 6387,Open,,,,
3cbf12cf-f6c3-464f-bc7f-c9b31af920f9,Anytime Fitness,Muswellbrook,"Colonial Arcade, 52 Bridge Street",Muswellbrook,NSW,2333,02 6541 5433,Open,,,,
d8231c79-b1e7-4ba4-a808-b8423c6c9b29,Anytime Fitness,Narrabri,68-70 Barwan Street,Narrabri,NSW,2390,02 6792 4537,Open,,,,
091b462c-d6ab-4677-b67d-d99dad2877a8,Anytime Fitness,Neutral Bay,124 Military Rd,Neutral Bay,NSW,2089,02 9904 5146,Open,,,,
70bd8995-52ec-4f58-a276-9be1e17874d4,Anytime Fitness,Newcastle West,"Shop S01 & A01 Marketown East Shopping Centre, 23 Steel St",Newcastle West,NSW,2302,02 4925 2226,Open,,,,
647cb7e2-0258-4f41-8637-5c600d8d4267,Anytime Fitness,Newington,"2 Slough Avenue, Unit 44",Newington,NSW,2128,0479 021 292,Open,,,,
68b0a803-90e0-49d9-a0a4-49f273972ae6,Anytime Fitness,North Parramatta,21 Sorrell,North Parramatta,NSW,2151,02 9683 4705,Open,,,,
5d1224dc-501c-4ba1-985d-fe4a7576f3ac,Anytime Fitness,North Rocks,328-336 North Rocks Road,North Rocks,NSW,2151,02 9873 1800,Open,,,,
e37509ee-7210-4e13-8eab-2028281793b3,Anytime Fitness,North Strathfield,13 George Street,North Strathfield,NSW,2137,02 97460709,Open,,,,
f5cd6074-a21f-4892-b4a0-f2980a1dec19,Anytime Fitness,North Sydney,"Level 1, 118 Walker Street",North Sydney,NSW,2060,02 8920 3322,Open,,,,
9fe59bc8-d5c1-460c-97b7-a28c4317f820,Anytime Fitness,Northbridge,135 Sailors Bay Road,Northbridge,NSW,2063,02 9967 5996,Open,,,,
80f59487-0e3e-4784-9288-23edb5c2b713,Anytime Fitness,Norwest,"Shop 3, 1-3 Meridian Place",Norwest,NSW,2153,02 8883 3799,Open,,,,
8ed7b979-e381-4536-9e76-c0dd4a8c69b9,Anytime Fitness,Nowra,"Shop 9, 28 Central Avenue",Nowra,NSW,2541,02 4422 8551,Open,,,,
b357f185-3519-45dd-95ab-fe492b8f22ef,Anytime Fitness,Oran Park,"Tenancy 101, Oran Park Town Centre 351 Oran Park Drive",Oran Park,NSW,2570,02 4604 2444,Open,,,,
cb333cdd-ba0f-48fa-8e93-84dec504ff8a,Anytime Fitness,Orange,179-181 Byng Street,Orange,NSW,2800,02 6362 7333,Open,,,,
e01ae3be-ad52-427b-8b0d-2688a66df5aa,Anytime Fitness,Parramatta,37-39 Cowper Street,Parramatta,NSW,2150,0488 870 050,Open,,,,
38cd04c9-9be0-4083-837f-f4dc7a3f112c,Anytime Fitness,Pemulwuy,"Level 1, 30 Watkin Tench Pde",Pemulwuy,NSW,2145,02 9636 3113,Open,,,,
2f0c6ed4-de4f-4d10-a920-ab7d91e17e55,Anytime Fitness,Pennant Hills,375 Pennant Hills Rd,Pennant Hills,NSW,2120,02 9980 2293,Open,,,,
610e6ca6-2362-4691-aa7f-8988b9432b57,Anytime Fitness,Penrith,99 Woodriff Street,Penrith,NSW,2750,02 4721 4119,Open,,,,
76d960e7-f083-40ff-addb-a52c0378f4af,Anytime Fitness,Penrith (Westfield),22/23 Station Street,Penrith,NSW ,2750,02 4721 0870,Open,,,,
4e5854c4-1619-43e3-a7cf-ade239d529b7,Anytime Fitness,Port Macquarie,Short Street and Haywood Street,Port Macquarie,NSW,2444,02 6583 7356,Open,,,,
816c7d52-b5d6-429e-900c-3d241d48af31,Anytime Fitness,Potts Point,"Lower Ground Level, 14 Kings Cross Road",Potts Point,NSW,2011,02 9356 4395,Open,,,,
5090dcc8-29c1-4a06-964f-ddd1d4b697f2,Anytime Fitness,Punchbowl,1 The Broadway,Punchbowl,NSW,2196,02 8599 2047,Open,,,,
e50b0510-32a8-4528-90fb-56812357bb77,Anytime Fitness,Pymble,107 Grandview Street,Pymble,NSW,2073,02 9144 7651,Open,,,,
9fb15af7-3495-4059-8884-e4bcf9c1a1a3,Anytime Fitness,Pyrmont,"Level 1, 210 Harris Street",Pyrmont,NSW,2009,02 9660 7176,Open,,,,
fad7d4e5-132d-42e1-a4e6-3e7dce6b5b8c,Anytime Fitness,Quakers Hill,"Shop 4, 216 Farnham Rd",Quakers Hill,NSW,2763,02 9626 3956,Open,,,,
dcf2e80d-7b45-41d9-9310-9936a4de8219,Anytime Fitness,Queanbeyan,71 Monaro Street,Queanbeyan,NSW,2620,02 6232 9047,Open,,,,
149f35b0-b96e-4b71-9175-eb3f6631cd1a,Anytime Fitness,Ramsgate,316 - 318 Rocky Point Road,Ramsgate,NSW,2217,02 9529 3020,Open,,,,
00034dd3-5b05-45b8-bf4d-8196f31f00ff,Anytime Fitness,Randwick,"73 Belmore Road, Royal Randwick Shopping Cntr",Randwick,NSW,2031,02 9326 6155,Open,,,,
082146aa-1a2a-4048-9ee7-6bc91ef3326f,Anytime Fitness,Raymond Terrace,40 Richardson Rd,Raymond Terrace,NSW,2324,02 4983 2060,Open,,,,
0de20ef8-1734-4a49-a3bb-9bdfef1c8c92,Anytime Fitness,Revesby,1/134 Beaconsfield Street,Revesby,NSW,2212,02 9773 1746,Open,,,,
fa776c32-7621-4909-9068-940e69ec4bf4,Anytime Fitness,Richmond,"Level 1, 10 West Market Street",Richmond,NSW,2753,02 4588 6664,Open,,,,
fbe459d2-9a56-4f77-935c-e8388e263dbb,Anytime Fitness,Rockdale,383 West Botany Street,Rockdale,NSW,2216,02 9597 5192,Open,,,,
68ff0a4f-a3be-4dcc-ba4a-666e69a1b2b4,Anytime Fitness,Rose Bay,737 New South Head Road,Rose Bay,NSW,2029,02 9388 1330,Open,,,,
1fb13c56-e7fe-4abb-b9fa-c2a30a97b510,Anytime Fitness,Rouse Hill,"Level 1, Cnr Main Street & Link Lane, Rouse Hill Town Centre",Rouse Hill,NSW,2155,02 8814 5988,Open,,,,
cd748b40-205c-499d-aa37-7dfe4913228d,Anytime Fitness,Rutherford,"Shop 11-12, 15 North Mall",Rutherford,NSW,2320,02 4931 9785,Open,,,,
35bd4cd3-eb4e-4752-892d-725772531e49,Anytime Fitness,Salamander Bay,7/5 Town Centre Circuit,Salamander Bay,NSW,2317,02 4919 1942,Open,,,,
21553f3e-bf3c-41fe-8fb4-f254ec3985ed,Anytime Fitness,Scone,167 Kelly Street,Scone,NSW,2337,02 6545 1631,Open,,,,
8d119c2f-f9a2-454f-a265-aecb85c1cabe,Anytime Fitness,Shellharbour,"Shop 6 & 7, Suite 15 - 17 2 Memorial Drive",Shellharbour,NSW,2529,02 4295 1427,Open,,,,
7b1c3b8d-9dd1-45b2-bf9e-a0b0b8789dbd,Anytime Fitness,Singleton,1/19 Ryan Avenue,Singleton,NSW,2330,02 6571 1900,Open,,,,
