UUID,Name,Location,Street Address,Suburb,State,Postcode,Telephone,Status,Latitude,Longitude,Create DateTime,Update DateTime
8a19985e-4d51-4f26-89ec-f9d76c7d5294,Plus Fitness,Bertram,Shop 21 Bertram Shopping Centre,Bertram,WA,6167,08 9419 5500,Open,,,,
12ead536-a1c5-46e3-864a-a2de1c0b01d6,Plus Fitness,Blacktown,Level 1 / 40 Third Avenue,Blacktown,NSW,2148,02 9671 4044,Open,,,,
c992be75-4a07-495a-9e29-8cdd30f6fdb8,Plus Fitness,Blaxland,"Shop 2-4, 126 Great Western Highway",Blaxland,NSW,2774,02 4739 0880,Open,,,,
6e1f58cc-128a-4e58-b6d2-22d12e448119,Plus Fitness,Bondi Junction,6&7/251 Oxford St,Bondi Junction,NSW,2022,02 9389 0099,Open,,,,
88283970-5884-46f3-a66b-e2e856cea179,Plus Fitness,Brookvale,Shop 7 577 Pittwater Rd,Brookvale,NSW,2100,02 9905 2229,Open,,,,
83b1cffd-de4d-485e-834a-33791160781f,Plus Fitness,Burwood,,Burwood,NSW,2134,1300 GYM 247,Coming Soon,,,,
154aeb13-7b5a-4c88-8387-df046b95f594,Plus Fitness,Byford,,Byford,WA,6122,1300 GYM 247,Coming Soon,,,,
f3be3844-112e-4a97-b3b6-3293eec239c0,Plus Fitness,Cabramatta,29/24-32 Hughes Street,Cabramatta,NSW,2166,028730 8132,Open,,,,
30398071-6412-46ad-9e46-d9f167ff52c3,Plus Fitness,Camden,64 Argyle St,Camden,NSW,2570,02 4655 2499,Open,,,,
e51bb8ec-95c4-46de-9cb1-b3ab284ad076,Plus Fitness,Camden South,8-10 Ironbark Ave,Camden South,NSW,2570,02 4655 5100,Open,,,,
685b5265-7af0-4592-b3bd-fe8cead8cb5b,Plus Fitness,Campbelltown,12/4 Blaxland Rd,Campbelltown,NSW,2560,02 4625 4000,Open,,,,
5db3d4c5-b7ed-49eb-ba9f-e1256c1fca7a,Plus Fitness,Carlingford,639-641 Pennant Hills Rd,Beecroft,NSW,2119,02 9873 1733,Open,,,,
e18bf1fe-b8ec-4ff0-a3ab-b6422fe097b1,Plus Fitness,Carseldine,1925 Gympie Road,Bald Hills,QLD,4036,07 3261 7400,Open,,,,
47bdaf04-72d3-435e-8989-528dbe419faf,Plus Fitness,Caversham,,Caversham,WA,6055,1300 GYM 247,Coming Soon,,,,
0068d1c4-bd27-4ff6-afe7-02796342aa0d,Plus Fitness,Chatswood,Level 1/368 Eastern Valley Way,Chatswood,NSW,2067,02 9882 2258,Open,,,,
4a651cfd-55f3-4766-9599-c60cf3f25e5a,Plus Fitness,Collie,42 Johnston St,Collie,WA,6225,1300 GYM 247,Open,,,,
cead8c3c-b987-4df2-8376-6c29511f0f04,Plus Fitness,Concord,,Concord,NSW,2137,1300 GYM 247,Coming Soon,,,,
55e2f344-a393-453c-9fdd-7c63330b4280,Plus Fitness,Corrimal,1A Tarrawanna Rd,Corrimal,NSW,2518,02 4283 7111,Open,,,,
803b48f2-8d06-4f80-8b50-7ba27937c1ff,Plus Fitness,Cranbourne,1085 South Gippsland Hwy,Cranbourne North,VIC,3977,03 5995 8881,Open,,,,
d22081f2-9162-4c90-b4a3-4a146aeab881,Plus Fitness,Cremorne,362/364 Military Road,Cremorne,NSW,2090,02 9953 4099,Open,,,,
a467a61f-e82f-42b1-823e-304949f3c2f0,Plus Fitness,Currajong,Suite 1 / 151 - 153 Hugh St,Currajong,QLD,4812,07 4779 2999,Open,,,,
145ced3d-8608-4a14-9d1b-7a0219ad3c7b,Plus Fitness,Currambine,"Level 1, 94 Delamere Avenue",Currambine,WA,6028,08 9305 3165,Open,,,,
0bf8ec53-3d79-416d-9550-fb90a1931e7d,Plus Fitness,Dalyellup,,Dalyellup,WA,6230,1300 GYM 247,Coming Soon,,,,
bc7c752e-5675-4041-b1be-a697aa0f1303,Plus Fitness,Dapto,,Dapto,NSW,2530,1300 GYM 247,Coming Soon,,,,
42933245-cc38-43df-8fef-967b473ab2f7,Plus Fitness,Darlinghurst,172 Riley St,Darlinghurst,NSW,2010,02 9331 3355,Open,,,,
8a0f98b3-c00d-4b73-85b1-1d4b2257aca7,Plus Fitness,Douglas,2-5 Riverside Boulevard,Douglas,QLD,4814,07 4728 8028,Open,,,,
1fd84e17-af1f-4fab-9b26-7bfeb1a35fb4,Plus Fitness,Drummoyne,,Drummoyne,NSW,2047,1300 GYM 247,Coming Soon,,,,
12104431-b87a-4db6-893e-521b7e987fe3,Plus Fitness,Dural,5/829 Old Northern Rd,Dural,NSW,2158,02 96512774,Open,,,,
a5ec7f1e-d1e3-4a80-947a-24ea4758dfb6,Plus Fitness,Earlwood,,Earlwood,NSW,2206,1300 GYM 247,Coming Soon,,,,
5ca32830-8b5d-4c6e-ab8b-42070d45559b,Plus Fitness,East Gosford,36-40 Victoria St,East Gosford,NSW,2250,02 4321 0898,Open,,,,
8afc5f88-23fe-4fe6-851c-776cb6d0107b,Plus Fitness,East Hills,9/31 Maclaurin Ave (enter from Cook Crescent),East Hills,NSW,2213,02 9774 4444,Open,,,,
0a91e5a7-36e9-448a-9b98-e56a2e9b292e,Plus Fitness,Eastern Creek,Eastern Creek Shopping Village,Eastern Creek,NSW,2766,1300 GYM 247,Open,,,,
c447fb8c-a9e8-4038-9a01-062349ccd113,Plus Fitness,Eastwood,14 Glen St,Eastwood,NSW,2122,02 9858 5338,Open,,,,
0908900d-6502-4ab3-8191-5be98b17b64d,Plus Fitness,Ellenbrook,20 Sunray Circle,Ellenbrook,WA,6069,08 6296 7666,Open,,,,
e819d6c4-6939-4189-a5ea-e73a61c67d6a,Plus Fitness,Endeavour Hills,59B Heatherton Rd,Endeavour Hills,VIC,3802,03 9700 1000,Open,,,,
9fddc3f5-0c49-4ff0-8d5c-c273a2003e41,Plus Fitness,Enfield,271 Main North Road,Enfield,SA,5085,1300 GYM 247,Open,,,,
1cac5838-50fb-4c72-aed4-398c9e8994f0,Plus Fitness,Engadine,2 Waratah Rd,Engadine,NSW,2233,02 9548 2004,Open,,,,
78ec73a8-a588-4b30-aab6-922aaa1a27b6,Plus Fitness,Epping,47 Beecroft Road,Epping,NSW,2121,02 9868 6699,Open,,,,
b0b3af7b-836f-47d5-966a-a26101fe29a8,Plus Fitness,Esperance,99a Dempster St,Esperance,WA,6450,08 9071 3311,Open,,,,
40de7c65-b271-407f-ace3-75ab3a86ea24,Plus Fitness,Ettalong Beach,46-48 Pacific Ave,Ettalong Beach,NSW,2257,02 4344 1211,Open,,,,
cd768274-ed3b-4a5c-8cd2-17579534804a,Plus Fitness,Everton Park,768 Stafford Road,Everton Park,QLD,4053,07 3354 3444,Open,,,,
74261204-7577-44e2-9c22-b7063f927a09,Plus Fitness,Fairfield,75/286-292 Fairfield St,Fairfield,NSW,2165,02 9755 5187,Open,,,,
626dbec4-c5a5-406e-8429-b56b65e541bb,Plus Fitness,Flinders Street,"Level 1, 452 Flinders St",Melbourne,VIC,3000,03 9620 2222,Open,,,,
395653f2-c417-4aef-9a53-7cbdf37eeb30,Plus Fitness,Fremantle,28 Queen St,Fremantle,WA,6160,08 9336 1113,Open,,,,
59662820-b528-430b-be41-999754aa9089,Plus Fitness,Gawler,485 Main North Road,Evanston,SA,5116,08 8522 4111,Open,,,,
ce4662ea-0672-45fc-b830-f9e1fe78fb6e,Plus Fitness,Gladesville,169-171 Victoria Road,Gladesville,NSW,2111,02 9817 1716,Open,,,,
2f4a20c3-dacf-43da-bf14-7713e4be8cfa,Plus Fitness,Glendenning,,Glendenning,NSW,2761,1300 GYM 247,Coming Soon,,,,
8b9820ed-9bd2-4fa8-8d54-67cc6523723b,Plus Fitness,Gordon,836 Pacific Highway,Gordon,NSW,2072,02 9499 4410,Open,,,,
141ffcec-7e76-4640-bc7d-37560e91ed97,Plus Fitness,Goulburn,366 Auburn St,Goulburn,NSW,2580,02 4821 3700,Open,,,,
b1238ff5-07a0-4591-b53c-2faacec807e4,Plus Fitness,Granville,41 Berry St,Granville,NSW,2142,02 9897 7081,Open,,,,
63183f15-1155-40ec-a93b-726b7175a632,Plus Fitness,Gregory Hills,1/9 Rodeo Drive,Gregory Hills,NSW,2557,02 4646 1055,Open,,,,
9145b1da-fa3b-4098-9d13-c10d8a3c08df,Plus Fitness,Guildford West,323-325 Guildford Rd,Guildford,NSW,2161,02 9632 4333,Open,,,,
481bcbc3-f211-471f-8509-a9ce27541415,Plus Fitness,Halls Head,36 Wattleglen Ave,Erskine,WA,6210,08 953 55 777,Open,,,,
c29ddcb4-e5d1-4af5-97df-654e8393011f,Plus Fitness,Hazelbrook,11-14/195 Great Western Highway,Hazelbrook,NSW,2779,02 4758 7000,Open,,,,
5a839dc9-b313-49f1-8f41-9f2fd017834f,Plus Fitness,Hocking,"100 Gungurru Avenue, Wyatt Grove Shopping Centre",Hocking,WA,6065,08 9206 1200,Open,,,,
5445e250-489c-4653-af9f-5762af0963c2,Plus Fitness,Hornsby,310 Peats Ferry Rd (Formerly Pacific Hwy),Hornsby,NSW,2077,02 9477 3222,Open,,,,
d341a062-a9ed-4fdf-b268-7f5f57096b83,Plus Fitness,Hoxton Park,176 HOXTON PARK ROAD,Lurnea,NSW,2170,02 8783 0222,Open,,,,
b545edc2-9aab-489c-82ee-15977416ce21,Plus Fitness,Hurstville,"201, 7-11 The Avenue",Hurstville,NSW,2220,02 9570 3555,Open,,,,
f0ed10ab-6f23-4127-b867-8460d91b1c58,Plus Fitness,Ingleburn,2 Garner Place,Ingleburn,NSW,2565,02 9829 1722,Open,,,,
187dd5e4-560d-4175-87ce-12408a2d4a0b,Plus Fitness,Jindalee,"Unit 10, 10 Clew Way",Jindalee,WA,6036,08 9562 7800,Open,,,,
fe613108-aaa5-4e66-92ba-714f2f3b3c24,Plus Fitness,Joondalup,Cnr Joondalup Drive and Sundew Rise,Joondalup,WA,6027,08 9300 1778,Open,,,,
8d85d6dc-7b47-4911-85df-97a3049cfb90,Plus Fitness,Jordan Springs,10 Lakeside Parade,Jordan Springs,NSW,2747,1300 GYM 247,Open,,,,
74e38122-4323-42c9-b6d8-31e8b45c258b,Plus Fitness,Kareela,,Kareela,NSW,2234,1300 GYM 247,Coming Soon,,,,
22622d59-2f13-4b56-bf52-726b96edf6a7,Plus Fitness,Katoomba,60 Govett Street,Katoomba,NSW,2780,02 4782 3004,Open,,,,
9c1389c2-6a34-400a-8580-4485b5173008,Plus Fitness,Kellyville,25 Windsor Road,Kellyville,NSW,2155,02 8883 2166,Open,,,,
b610b864-aa63-42ef-994c-697686bc0bd0,Plus Fitness,Kent Street (Sydney CBD),201 Kent Street,Sydney,NSW,2000,02 9247 1317,Open,,,,
6e223830-5129-4dfc-92ab-cbf154218214,Plus Fitness,Kingsgrove,5/1 The Crescent,Kingsgrove,NSW,2208,1300 GYM 247,Open,,,,
08e3f34a-abe4-405e-87cd-c01bc5c449a2,Plus Fitness,Lakelands,,Lakeland,WA,6180,1300 GYM 247,Coming Soon,,,,
8dac1997-761c-4c06-aed4-57f9356afe61,Plus Fitness,Leichhardt,586-590 Parramatta Rd,Petersham,NSW,2049,02 9569 0033,Open,,,,
a707acb1-e1d9-4ab7-b895-bb942b55b5db,Plus Fitness,Leppington,,Leppington,NSW,2179,1300 GYM 247,Coming Soon,,,,
9b5c7c5e-c172-4738-b090-d63dbe75a855,Plus Fitness,Lidcombe,2/82 Parramatta Rd,Lidcombe,NSW,2141,02 9648 2121,Open,,,,
6a4eab1c-6901-4dc5-9431-cd8cc1db8f26,Plus Fitness,Macquarie Park,8/7 Eden Park Drive (Cnr of Waterloo Rd),Macquarie Park,NSW,2113,02 9878 2222,Open,,,,
cced59ac-bd81-4c5c-80bb-d1e895eea29f,Plus Fitness,Manly,29-33 Pittwater Road,Manly,NSW,2095,02 9977 6938,Open,,,,
0d39e8f1-661f-4730-894d-a7e6f1ee6d97,Plus Fitness,Market Street (Sydney CBD),25 Market Street,Sydney,NSW,2000,02 9264 0777,Open,,,,
bb5b40be-aec6-4410-95fa-b80695403ca6,Plus Fitness,Marleston,150 Richmond Road,Marleston,SA,5033,08 8352 8444,Open,,,,
dc96bd54-e805-47fa-8ba3-39299c8eccc0,Plus Fitness,Maroubra,1/697 Anzac Parade,Maroubra,NSW,2035,02 9344 7111,Open,,,,
ad81cedc-02e3-4e98-a9ee-41de2bf5e19c,Plus Fitness,Marsden Park,9 Hollinsworth Road,Marsden Park,NSW,2765,1300 GYM 247,Open,,,,
40afd2ae-0b86-4853-98ec-24bbc467ceca,Plus Fitness,Mawson Lakes,18-20 Main St,Mawson Lakes,SA,5095,08 8260 3000,Open,,,,
5dc3a26f-528f-436d-a3d2-f7f1c312e11d,Plus Fitness,Mcgraths Hill,6/68 Industry Rd,Mcgraths Hill,NSW,2756,02 4577 7522,Open,,,,
6a4faac0-307b-4188-b46a-a3c7e83149f5,Plus Fitness,Medowie,58 Ferodale Road,Medowie,NSW,2318,02 49817300,Open,,,,
fe530c02-60e1-4100-8762-e00e04aea729,Plus Fitness,Melville,380 Canning Hwy,Bicton,WA,6157,08 6162 1814,Open,,,,
8d8c05c0-ad85-4719-b7fa-fe53642d936b,Plus Fitness,Mill Park,6/7 Development Blvd,Mill Park,VIC,3082,03 9404 4754,Open,,,,
5d0a6fbb-f619-4171-bdaa-750fb0082b4d,Plus Fitness,Minyama,Unit1 / 1 Nicklin Way,Minyama,QLD,4575,07 5444 8111,Open,,,,
f46acfbf-2499-43fe-947c-584303ac7ed3,Plus Fitness,Mittagong,"Unit 1, 241-243 Old Hume Highway",Mittagong,NSW,2575,02 4871 2442,Open,,,,
3990f9c5-2930-44b4-8d05-8ae2e1f1196f,Plus Fitness,Mona Vale,Cnr Waratah Street & Pittwater Road,Mona Vale,NSW,2103,02 9999 0044,Open,,,,
7a5b9864-6449-44da-80e2-4786622325af,Plus Fitness,Moorebank,Cnr Newbridge Rd & Govenor Macquarie Drive,Moorebank,NSW,2170,02 9600 7533,Open,,,,
fddbcdf0-e0f6-4690-9a02-98078fdc91a9,Plus Fitness,Morayfield,2/25 Leda Blvd,Morayfield,QLD,4506,07 5495 8440,Open,,,,
8c66074a-4ddc-48f1-b589-1030c515b233,Plus Fitness,Morley,7/533 Walter Rd East,Morley,WA,6062,08 9279 1611,Open,,,,
2e11ae20-b673-4d8d-afe1-52c5c12ad533,Plus Fitness,Moss Vale,"Suit 19, 9 Clarence Street. Clarence House",Moss Vale,NSW,2557,02 4869 5555,Open,,,,
b6a9f833-cf5a-4034-80c8-cbe0c189a12a,Plus Fitness,Mount Druitt,11d/6-10 Mount St,Mount Druitt,NSW,2770,02 9625 9999,Open,,,,
2af15e40-31a4-4804-83ee-6bfe77b43c4e,Plus Fitness,Mount Lawley,2/800-802 Beaufort St,Mount Lawley,WA,6050,08 6161 2787,Open,,,,
55e94265-9100-431a-94f8-f9493f43f7b9,Plus Fitness,Narellan,16/1 Exchange Parade,Narellan,NSW,2567,02 4647 9999,Open,,,,
275eaf42-5781-485a-a3b5-06ec892d9381,Plus Fitness,Nedlands,83 Stirling Hwy,Nedlands,WA,6009,08 9386 6000,Open,,,,
896e7b22-67ae-4c26-9cd4-ac31c8cb5ad3,Plus Fitness,Nerang,5/94 Spencer Road,Nerang,QLD,4211,07 5502 2144,Open,,,,
83f48d21-1c9d-46a0-99d1-43ba1b5724ec,Plus Fitness,North Ipswich,16A Lowry St,North Ipswich,QLD,4305,07 3282 9981,Open,,,,
0d047c38-2cbc-427a-86a0-b3fa784dce21,Plus Fitness,North Perth,"Unit 3, 448 Fitzgerald Street",North Perth,WA,6006,08 9328 7400,Open,,,,
38a083c7-3dae-4de8-bcb5-2113beddd5c2,Plus Fitness,North Richmond,1 & 2 /70 Bells Line of Road,North Richmond,NSW,2754,02 4571 4077,Open,,,,
165c18da-c052-401e-abc9-ead72f318bc0,Plus Fitness,North Sydney,75 Miller Street,North Sydney,NSW,2060,02 8920 8766,Open,,,,
64dfaa69-1b0e-4d54-ab10-84f95bddf663,Plus Fitness,Northmead,201 Windsor Rd,Northmead,NSW,2152,02 9639 7177,Open,,,,
7a9a161f-4445-4c28-ada3-0f180d0cee0e,Plus Fitness,Oakleigh,346 Warrigal Road,Oakleigh,VIC,3167,1300 135 325,Open,,,,
178ed366-d857-4d45-a60d-3ec1020e73d1,Plus Fitness,Padstow,17-19 Faraday Rd,Padstow,NSW,2211,02 9773 1333,Open,,,,
b41e5c69-f1d2-4bf5-bb38-2df89abe31fd,Plus Fitness,Pakenham,"Shop 19-20, 4 Cardinia Rd Arena Shopping Centre",Officer,VIC,3809,03 5940 8537,Open,,,,
2f4d7d3b-ff11-4da7-b6a2-2d3c4813f6ed,Plus Fitness,Parramatta,181 Macquarie St,Parramatta,NSW,2150,02 9689 1199,Open,,,,
82184e44-5d07-42db-9cef-1aea04996f8e,Plus Fitness,Penrith,303 Mulgoa Road,Jamisontown,NSW,2750,02 4733 3222,Open,,,,
f5a7ef72-a945-4d40-b561-a6f43bec0721,Plus Fitness,Pinjarra,10/2 Peel St,Pinjarra,WA,6208,08 9531 3335,Open,,,,
e5a43bc0-de98-44e5-8fe8-754730b4bddf,Plus Fitness,Plus Fitness Bankstown,Home Central Bankstown 4/173 Canterbury Road,Bankstown,NSW,2200,02 9790 2266,Open,,,,
c848e018-30e7-453a-a23f-92527cce8c61,Plus Fitness,Preston,226-228 Bell Street,Preston,VIC,3072,03 9480 4190,Open,,,,
3913a71d-1038-441f-bdc5-b79c01346726,Plus Fitness,Ramsgate,191-201 Ramsgate rd Ramsgate Beach Plaza,Ramsgate,NSW,2217,02 9529 0044,Open,,,,
030cb581-8dad-4cf3-8843-bab748049612,Plus Fitness,Randwick,,Randwick,NSW,2031,1300 GYM 247,Coming Soon,,,,
0ab0bc28-ca19-4a11-bcd1-c3617f8532ed,Plus Fitness,Redfern,,Redfern,NSW,2016,1300 GYM 247,Coming Soon,,,,
a9c4aeec-0562-4826-a5ff-50802c57e3bf,Plus Fitness,Rhodes,,Rhodes,NSW,2138,1300 GYM 247,Coming Soon,,,,
23f2e7f5-7e90-4e3e-81af-db49a0f4c180,Plus Fitness,Rockdale,440 West Botany St,Rockdale,NSW,2216,02 9599 8810,Open,,,,
ec82bc6d-3ed2-4dd4-90fc-f3f8b4cadad0,Plus Fitness,Rydalmere,275-279 Victoria Road,Rydalmere,NSW,2116,02 9898 3388,Open,,,,
161afa67-2e08-4e57-95cd-affaab53ef99,Plus Fitness,Sefton,72 Ferndell St,South Granville,NSW,2142,02 9743 9266,Open,,,,
c70eb257-cbca-4fae-a841-4edded8049e1,Plus Fitness,Seven Hills,75 Powers Rd,Seven Hills,NSW,2147,02 9838 4522,Open,,,,
50c6c2b7-71ff-465f-a9f2-d5ce4b41cce4,Plus Fitness,Shellharbour,,Shellharbour,NSW,2529,1300 GYM 247,Coming Soon,,,,
863000ae-a506-41da-896c-c9c56adf90a7,Plus Fitness,Shepparton,8025 Goulburn Valley Highway,Kialla,VIC,3631,03 5823 1188,Open,,,,
a00dab73-6d5c-45ba-9214-2310bd9bc4ab,Plus Fitness,South Lake,Shop 41 Lakes Shopping Centre 620 North Lake Road,South Lake,WA,6164,08 9417 1771,Open,,,,
ba5ec10f-9eab-4f76-b461-460ca9080eb5,Plus Fitness,South Perth,,South Perth,WA,6151,1300 GYM 247,Coming Soon,,,,
202440f4-7b80-4db1-a02b-6bfedaae9c8c,Plus Fitness,Southport,Shop 14/63 Meron St,Southport,QLD,4215,07 5591 5000,Open,,,,
c0235fe5-499b-4899-9780-d5c2159a7f42,Plus Fitness,St Ives,,St Ives,NSW,2075,1300 GYM 247,Coming Soon,,,,
e453dc69-a970-47b7-b70b-5d8b8846f5e2,Plus Fitness,St Marys,u3/2 Gallipoli ST,St Marys,NSW,2760,02 9833 0153,Open,,,,
c938c2ec-da15-489d-8ccc-9dcb04894b20,Plus Fitness,Strathfield South,"Level 1, 608-612 Hume Highway",Strathfield South,NSW,2136,02 9642 6400,Open,,,,
ede9dc54-249a-4f84-bb93-d508986a642c,Plus Fitness,Subiaco,7/531 Hay Street,Subiaco,WA,6008,08 9381 8100,Open,,,,
ecfb6e87-34fa-471e-b612-5d2523784893,Plus Fitness,Sutherland,4a Boyle Street,Sutherland,NSW,2232,02 9521 2211,Open,,,,
e449b8ff-0e3a-47ce-bb81-977aaf568284,Plus Fitness,Tahmoor,118 York Street Tahmoor Shopping Village,Tahmoor,NSW,2573,02 4683 3000,Open,,,,
876911c0-b5ec-4071-9206-1817bfa4d4cf,Plus Fitness,Taren Point,1 Koonya Circuit,Taren Point,NSW,2229,02 9525 8828,Open,,,,
b7895634-6567-4357-a038-c8dbfa36fe56,Plus Fitness,Terrigal,"Level 2, 72 Terrigal Esplanade",Terrigal,NSW,2260,02 4384 2222,Open,,,,
f45cf19c-a68b-4f0c-b68e-05ef20f03511,Plus Fitness,The Oaks,Shop 3/73 John St,The Oaks,NSW,2570,02 4655 2499,Open,,,,
b11e7f0b-8794-4b6b-8e3a-09477a3b137c,Plus Fitness,Thirroul,,Thirroul,NSW,2515,1300 GYM 247,Coming Soon,,,,
bfa73409-4f37-4eec-8e80-8611afbb7e9e,Plus Fitness,Thornleigh,"Unit 14, 2-4 Central Ave",Thornleigh,NSW,2120,02 9484 2004,Open,,,,
f52efb55-0bd4-4847-b693-6990d13835a2,Plus Fitness,Thurgoona,"Shop 18, Thurgoona Plaza, 10 Shutter Ave",Thurgoona,NSW,2640,02 6043 3995,Open,,,,
bb4176c0-a45f-4b2c-af28-505b979b8f27,Plus Fitness,Truganina,211 Leakes Road,Truganina,VIC,3029,1300 GYM 247,Open,,,,
ae256c17-7746-41ae-8bde-3622d5f07482,Plus Fitness,Tuggerah,1 Bryant Drive,Tuggerah,NSW,2259,1300 GYM 247,Open,,,,
04161310-425b-4b25-a3bb-9aa69e1d85a0,Plus Fitness,Turramurra,Cnr Gilroy Road & Gilroy Lane,Turramurra,NSW,2074,02 9449 1222,Open,,,,
f9a3bbef-82a9-44d9-95ee-1caf0d112ee4,Plus Fitness,Underwood,3215 Logan Rd,Underwood,QLD,4119,07 3341 3888,Open,,,,
61396245-6aac-49d4-8339-837a8b2992a6,Plus Fitness,Wakiki,,Wakiki,WA,6169,1300 GYM 247,Coming Soon,,,,
f22a80d2-9daa-42f4-9eb6-383566bd0298,Plus Fitness,Warragamba,1A Weir Rd,Warragamba,NSW,2752,02 4774 0900,Open,,,,
105fc0bb-25c0-40a0-a70f-bc56aaae604f,Plus Fitness,Warwick Farm,,Warwick Farm,NSW,2170,1300 GYM 247,Coming Soon,,,,
765bcb4e-c0dd-4268-8bdb-dec4a422654d,Plus Fitness,Waterloo,11a Lachlan St,Waterloo,NSW,2017,02 9310 7788,Open,,,,
a7034f44-395b-4f46-a839-e3f79e7ff9ed,Plus Fitness,Wembley,29 Flynn Street,Wembley,WA,6014,08 9284 1133,Open,,,,
97d85340-0bd0-4954-ac07-9726486c4f49,Plus Fitness,Wentworthville,Level 1/73-75 Dunmore St,Wentworthville,NSW,2145,02 9631 4211,Open,,,,
5d912461-2812-459e-a073-bc522accaba6,Plus Fitness,West Gosford,57 Central Coast Highway,West Gosford,NSW,2250,02 4321 0937,Open,,,,
e3e1383e-bbf6-41fd-a5f2-f95582fc9151,Plus Fitness,Wetherill Park,1/1269 Horsley Drive,Wetherill Park,NSW,2164,02 9757 4500,Open,,,,
d60dd9d6-9556-409c-aafd-27e1677805e2,Plus Fitness,Wiley Park,2/299 Lakemba St,Wiley Park,NSW,2195,02 9740 3500,Open,,,,
ae5fdaca-03e4-44a5-b852-394ff5845e77,Plus Fitness,Windsor,10 Northey street,Windsor,QLD,4030,07 3857 6600,Open,,,,
8a5548be-abec-4255-97a0-e9e64dfb3c39,Plus Fitness,Wolli Creek,7/35 Arncliffe St,Wolli Creek,NSW,2205,02 9599 0040,Open,,,,
b69d4252-db5b-4f3c-9b4a-cba4349b37fe,Plus Fitness,Wollongong,85 Keira St,Wollongong,NSW,2500,02 4229 8989,Open,,,,
4a5702ad-5f44-4f02-af1d-c2a7c878cc27,Plus Fitness,Woodvale,Cnr Whitfords Ave & Trappers Drive,Woodvale,WA,6026,08 9409 7111,Open,,,,
ad9b1d55-d888-403a-850f-bb2b7d9b1856,Plus Fitness,Woollongabba,,Woollongabba,QLD,4102,1300 GYM 247,Coming Soon,,,,
