UUID,Name,Location,Street Address,Suburb,State,Postcode,Telephone,Status,Latitude,Longitude,Create DateTime,Update DateTime
1fcade7f-2109-4115-83d2-9e58e2e987ce,Goodlife,Fortitude Valley,"Homemaker City North, Cnr Wickham St & Montpelier Rd",Fortitude Valley,QLD,4006,07 3358 8400,Open,,,,
2ef01540-fad8-41fd-aa8b-0f1bc59d14fa,Goodlife,Graceville,164 Graceville Ave,Graceville,QLD,4075,07 3379 3791,Open,,,,
c23db7a1-bb11-4601-92ad-93942d39efeb,Goodlife,Helensvale,"Westfield Shopping Centre, Town Centre Dr",Helensvale,QLD,4212,07 5581 2666,Open,,,,
927de812-fa80-412e-a6db-800111e8c81a,Goodlife,Holland Park,193 Nursery Rd (Cnr Logan Rd),Holland Park,QLD,4121,07 3849 9700,Open,,,,
670cb38b-c82c-4ec3-af9f-bd6e288e58b2,Goodlife,Ipswich,"Riverlink Shopping Centre, Cnr Pine St & The Terrace",North Ipswich,QLD,4305,07 3813 6655,Open,,,,
8a1305ef-676d-4a46-9ddf-9f1f31a1d4d3,Goodlife,Jindalee,"DFO,Centenary Hwy",Jindalee,QLD,4074,07 3169 8001,Open,,,,
06f21eb9-e4b1-400f-a35d-4003f86e41e5,Goodlife,Loganholme,"Hyperdome Shopping Centre, Cnr Pacific Hwy & Bryants Rd",Loganholme,QLD,4129,07 3806 5999,Open,,,,
86a3a2dc-fcc5-4af0-8172-0518f3cb8e10,Goodlife,Maroochydore,"Homemaker Centre, 11 _ 55 Maroochy Blvd",Maroochydore,QLD,4558,07 5370 4555,Open,,,,
4bfd6120-e4b0-4335-b656-b7e0e8ad6c57,Goodlife,Morningside,92 Junction Rd,Morningside,QLD,4170,07 3899 2626,Open,,,,
db4383be-aaf6-40b8-bc84-be0c463328ac,Goodlife,Mt Gravatt,2084 Logan Rd,Upper Mt Gravatt,QLD,4122,07 3422 2022,Open,,,,
6bdac2bc-11dd-4a3c-b812-a2d382150d87,Goodlife,Nerang,7027 Southport - Nerang Rd,Nerang,QLD,4211,07 5578 0000,Open,,,,
5ac5a121-24f0-4d24-b949-152f27a27bb7,Goodlife,Queen St,"Wintergarden Centre, 171 - 209 Queen St Mall",Brisbane,QLD,4000,07 3231 9955,Open,,,,
3f4f4daf-6d7f-4826-8154-ea4bd3fcc5bd,Goodlife,Robina,Robina Town Centre,Robina,QLD,4230,07 5562 3700,Open,,,,
98be08c8-e316-4986-bfbd-113c3ddd0125,Goodlife,Rockhampton,147 Robinson St,North Rockhampton,QLD,4701,07 4928 0333,Open,,,,
a4e5ff30-3cf7-45bc-82e1-3227c52de47a,Goodlife,Adelaide City,81 King William St,Adelaide,SA,5000,08 7420 2200,Open,,,,
03f04b4c-f533-4baa-943b-92637231f51e,Goodlife,Burnside,539 Greenhill Rd,Hazelwood Park,SA,5066,08 8364 2933,Open,,,,
74764aab-9d26-4165-9cf7-ff88abae5a96,Goodlife,Cross Roads,Cnr Goodwood Rd & Cross Rd,Westbourne Park,SA,5041,08 7002 8032,Open,,,,
5cc6c0fc-dfe4-4cc7-811f-20c5b2e27d91,Goodlife,Dernancourt,"Dernancourt Shopping Centre, 820 _ 822 Lower North-East Rd",Dernancourt,SA,5075,08 8124 8910,Open,,,,
a65dd18e-dd84-4dfc-90de-90d08dfd7277,Goodlife,Glenelg,520 Anzac Hwy,Glenelg East,SA,5045,08 8295 8488,Open,,,,
6307d4a0-ed4b-49e8-8088-645b74c68c04,Goodlife,Hindmarsh,233 Port Rd,Hindmarsh,SA,5007,08 8124 1700,Open,,,,
3c7f743f-4a84-45af-bc39-d2fea50bcc1d,Goodlife,Holden Hill,9/560 Northeast Rd,Holden Hill,SA,5088,08 8266 2200,Open,,,,
99c4933b-5529-4d4f-91ee-722db31f7fb7,Goodlife,Marion,310 Diagonal Rd,Marion,SA,5043,08 7221 1800,Open,,,,
fde1d5d1-8f46-46db-bc0a-a48b0b5b96f8,Goodlife,Mitcham,11 Princes Rd,Kingswood,SA,5062,08 8272 2266,Open,,,,
15571e3e-cecb-4747-85a9-7437d4df14f0,Goodlife,North Adelaide,"North Adelaide Village Shopping Centre, Cnr O'Connell St & Archer St",North Adelaide,SA,5006,08 8230 0555,Open,,,,
0a8cd3b3-0d8d-4209-a0e0-fc81b773f3a3,Goodlife,Payneham,7 Portrush Rd,Payneham,SA,5070,08 8362 7777,Open,,,,
48e87c84-dbb0-4e45-b235-488f00bfd896,Goodlife,Royal Park,1202 Old Port Rd,Royal Park,SA,5014,08 8241 0444,Open,,,,
c7e0fd28-1cc9-4440-aa50-d5b0a3dc3fa4,Goodlife,Armadale,1216 High St,Armadale,VIC,3143,03 9509 7622,Open,,,,
1c1dd1e4-c48b-468e-bf47-d3d9cdfc8835,Goodlife,Balwyn,149 Whitehorse Rd,Balwyn,VIC,3103,03 9817 4496,Open,,,,
c38ee306-06e6-4d3d-a20f-cf6d224f8ca0,Goodlife,Camberwell,"The Well, 793 Burke Rd",Camberwell,VIC,3124,03 9811 1000,Open,,,,
0e2c86fd-fec7-42f1-bbd0-efe63505d86f,Goodlife,Caroline Springs,13  - 15 Lake St,Caroline Springs,VIC,3023,03 8361 7722,Open,,,,
889877bf-51ed-4d8c-b49e-a87954b67829,Goodlife,Chelsea Heights,93 Wells Rd,Chelsea Heights,VIC,3196,03 9782 7200,Open,,,,
1f713a30-389e-421a-9cec-46f29d442209,Goodlife,Coburg,Cnr Dawson & Charles St,Coburg,VIC,3058,03 9353 0999,Open,,,,
8ed90b96-cc37-42a6-986a-cf381fb1bc22,Goodlife,Dingley,"Cnr Centre, Dandenong Rd & Tootal Rd",Dingley,VIC,3172,03 9551 3022,Open,,,,
7538862b-64ea-4c4c-a898-e632671317e3,Goodlife,Docklands,"Etihad Stadium, 720 Bourke Street",Docklands,VIC,3008,03 9099 6600,Open,,,,
624a2101-6b84-4fd9-848f-c3ecdcb2a2b7,Goodlife,Essendon,299 - 311 Pascoe Vale Rd,Essendon,VIC,3040,03 9092 2900,Open,,,,
69ac1f83-44c6-4081-8b5f-09efbcee9590,Goodlife,Fitzroy,41 Johnston St,Fitzroy,VIC,3065,03 9419 3636,Open,,,,
a57fdbf4-133e-467e-96e5-f09f275e1bdc,Goodlife,Fountain Gate,"Westfield Shopping Centre, 3101/352 Princess Hwy",Narre Warren,VIC,3805,03 8794 1000,Open,,,,
2d47fddc-066e-4345-8adf-2f35c8e0a5c8,Goodlife,Geelong,312 - 320 High St,Belmont,VIC,3216,03 5249 8444,Open,,,,
a4ec9be1-37c2-4e1a-8e01-0d316726df6d,Goodlife,Glen Iris,1438 High St,Glen Iris,VIC,3146,03 9500 8906,Open,,,,
85d1d5cb-4d68-4985-850c-b719374509ef,Goodlife,Hoppers Crossing,116 Mossfiel Dr,Hoppers Crossing,VIC,3029,03 9749 6422,Open,,,,
d5020bc5-4f65-48b0-87c7-ce5c34071104,Goodlife,Karingal,197 Karingal Dr,Karingal,VIC,3199,03 9770 7111,Open,,,,
5c84d7f1-926c-4138-8802-8794275fb128,Goodlife,Mooroolbark,14 Manchester Rd,Mooroolbark,VIC,3138,03 9727 6888,Open,,,,
a6d44f04-53d1-4859-b61f-a15b917231d5,Goodlife,Point Cook,"2 Main St, Point Cook Town Centre",Point Cook,VIC,3030,03 9394 9600,Open,,,,
d71974ad-2ef2-48bb-b3d4-840b225e21c4,Goodlife,Port Melbourne,120 Bay St,Port Melbourne,VIC,3207,03 9646 3666,Open,,,,
49367b5f-f8cb-4403-be62-93523b43041d,Goodlife,Prahran,286 Chapel St,Prahran,VIC,3181,03 9529 2200,Open,,,,
edbf58dc-5edb-45ba-b09c-fd8a3ade39f4,Goodlife,Preston,"Northland Shopping Centre, 2-50 Murray Rd",Preston,VIC,3072,03 9916 9175,Open,,,,
abf137c0-464a-47f1-a57f-3c0b6fb3ce3d,Goodlife,Sandringham,150 Tulip St,Cheltenham,VIC,3192,03 9584 7233,Open,,,,
26b2f371-0f9c-46e4-8c47-c2309a8d4491,Goodlife,Taylors Lakes,"Water Gardens Shopping Centre, 399 Melton Hwy",Taylors Lakes,VIC,3038,03 9361 3000,Open,,,,
3e5d1549-45fc-4619-b472-db65e3c3bcc4,Goodlife,Wantirna,141 Mountain Hwy,Wantirna,VIC,3152,03 9801 3311,Open,,,,
25a680ee-c5f8-4554-adc4-2a616e3e62bf,Goodlife,Waverley Park,"Sir Kenneth Luke Stadium, 5/2 Stadium Cct, Waverley Park Estate",Mulgrave,VIC,3170,03 9560 7955,Open,,,,
d3a69848-c771-4ef1-af3f-639c6bb1f2be,Goodlife,Balga,"Fieldgate Square, 680 Wanneroo Rd",Balga,WA,6061,08 9247 0000,Open,,,,
b7cc7abc-ab3e-4bf5-b634-e3653179e1b4,Goodlife,Bibra Lake,Cnr North Lake Rd & Gwilliam Rd,Bibra Lake,WA,6163,08 9418 8900,Open,,,,
1eb9e8c8-aff0-4c3f-9d20-bcf28075dcb7,Goodlife,Brookfield Place,"125 St Georges Tce, Brookfield Place Towers",Perth,WA,6000,08 6141 1800,Open,,,,
54d1b147-b4f8-43cb-b699-9e3f64037b1f,Goodlife,Cannington,1355 Albany Hwy,Cannington,WA,6107,08 9351 0100,Open,,,,
54544bc3-fc4f-4cc7-b9d7-9aa0190dedba,Goodlife,Carousel,"Westfield Carousel, 1382 Albany Hwy",Cannington,WA,6107,08 6254 0555,Open,,,,
5fc08e68-6956-4107-83a3-763402ca77d1,Goodlife,Cottesloe,460 Stirling Hwy,Cottesloe,WA,6011,08 9286 1066,Open,,,,
7fc24336-c9cd-4798-b0f4-14053b80b072,Goodlife,Floreat,"Floreat Forum Shopping Centre, 5 Howtree Pl",Floreat,WA,6014,08 9287 0000,Open,,,,
55a01fa2-3621-4e70-aceb-7a574bf13da5,Goodlife,Innaloo,"Alvito House, 384 Scarborough Beach Rd",Innaloo,WA,6018,08 6364 4200,Open,,,,
66c7b76e-946e-4270-be97-1bb726ed4e92,Goodlife,Joondalup,Cnr Boas Ave & Lakeside Dr,Joondalup,WA,6027,08 9301 2222,Open,,,,
bb50e5c5-9f48-4fcc-b8ba-852e0e597347,Goodlife,Kingsway,168 Wanneroo Rd,Madeley,WA,6065,08 9309 6588,Open,,,,
dce3b5c9-82e4-4626-95f6-7f6b7837b66b,Goodlife,Mount Lawley,804 Beaufort St (Cnr Fifth Ave),Mount Lawley,WA,6050,08 9272 6224,Open,,,,
f0d1cf65-ad20-4e16-b11e-62151bfda9e0,Goodlife,Murray St,166 Murray St Mall,Perth,WA,6000,08 9421 3100,Open,,,,
5925e22a-f07f-4e5b-81d3-bee02c83055f,Goodlife,Myaree,"Hometown Melville, 276 Leach Hwy",Myaree,WA,6154,08 6103 8100,Open,,,,
cbac7eac-aa57-427e-aa0f-1e5b853232b7,Goodlife,Subiaco,"The Colonnade, 388 Hay St",Subiaco,WA,6008,08 9436 7500,Open,,,,
8c3fdfa9-76c2-436e-9d15-5aa6b3d3b162,Goodlife,Success,"Cockburn Gateway Shopping City, 816 Beeliar Dr",Success,WA,6164,08 6399 2800,Open,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
