UUID,Name,Location,Street Address,Suburb,State,Postcode,Telephone,Status,Latitude,Longitude,Create DateTime,Update DateTime
2fedb684-34fd-42c1-8f61-e99cd7faab46,Jetts,Haymarket,"Level 1,  815 George Street",Haymarket,NSW,2000,02 9211 1516,Open,-33.882942,151.203599,,
0e9e788d-f1bf-48aa-a8cb-484e4fb53e7f,Jetts,Hornsby,"Shop 3049/3050 Westfield Hornsby,  236 Pacific Highway",Hornsby,NSW,2077,02 9477 6144,Open,-33.703756,151.1008347,,
a53f6c60-aeea-47f6-87d1-7bbaf2287196,Jetts,Kogarah,"Tenancy 2, 3 & 4,  13-19 Princes Hwy",Kogarah,NSW,2217,02 9588 3752,Open,-33.960456,151.137827,,
46cf3f72-729c-49c1-b79b-9ca078eac652,Jetts,Merrylands,"Stockland Merrylands,  McFarlane Street",Merrylands,NSW,2160,02 9760 1650,Open,-33.834945,150.988111,,
cdf5a66c-eeff-45c5-9e27-7f531568b8bc,Jetts,Miranda,"Shop G101/3, Westfield Miranda,  600 The Kingsway",Miranda,NSW,2228,02 9525 4999,Open,-34.034231,151.103206,,
3e02dee7-0b75-42de-91f7-59b085da2eb7,Jetts,Mt Hutton,"Shop 37 & 38, Lake Macquarie Fair,  46-56 Wilsons Rd",Mt Hutton,NSW,2290,02 4948 1461,Open,-32.985166,151.67334,,
7fad12bc-b675-40aa-9420-1f0f393d6cdf,Jetts,Neutral Bay,"Shop 3,  199 Military Road",Neutral Bay,NSW,2089,02 9908 3219,Open,-33.831588,151.224207,,
01a90ffd-f64c-4882-a03a-d2e3bde8e1b8,Jetts,North Sydney,"Shop 2, Ground Floor,  76 Berry St",North Sydney,NSW,2060,02 9954 3784,Open,-33.83695,151.208997,,
b8845d66-73ea-46e2-a8eb-c08f6979112a,Jetts,Northmead,9-11 Kleins Road,Northmead,NSW,2152,02 9683 1771,Open,-33.79411,150.994914,,
d539019b-fa28-4fe5-8b2d-f00b6e0c35b6,Jetts,Nowra,148 Junction Street,Nowra,NSW,2541,02 4422 4265,Open,-34.8746265,150.6029082,,
06cd177e-9a7b-461c-87e3-4d865ea1194d,Jetts,Penshurst,16 Penshurst Street,Penshurst,NSW,2222,02 9570 3698,Open,-33.965265,151.088934,,
3ebea719-4e79-4250-a406-3059f836e8be,Jetts,Rosemeadow,"Shop 17 Rosemeadow Marketplace,  Copperfield Drive",Rosemeadow,NSW,2560,02 4620 8566,Open,-34.1006402,150.7979076,,
705cee1e-b5e6-429b-bd69-c254377b5f6d,Jetts,San Remo,"Shop 3, Northlakes Shopping Centre,  19 - 21 Pacific Highway",San Remo,NSW,2262,02 4390 4221,Open,-33.215874,151.510391,,
a36c70c9-cb47-4e49-9ad0-1c6bd9619b9f,Jetts,Seven Hills,"Seven Hills Plaza, Shop 38B,  Cnr Federal Rd & Prospect Hwy",Seven Hills,NSW,2147,02 9621 1669,Open,-33.776228,150.932315,,
b9091725-9ab2-44ba-b429-4f922ac0c03b,Jetts,Shellharbour,"Unit 1,  1 Burra Place",Shellharbour,NSW,2529,02 4295 3110,Open,-34.562943,150.834094,,
bfa51580-7299-42a5-9b3a-0f7e100f24b1,Jetts,St Leonards,205 Pacific Highway,St Leonards,NSW,2065,02 9438 4100,Open,-33.8234435,151.1935829,,
9f971e3a-0402-4715-a4a3-9637c1f89279,Jetts,Tamworth,"Shop 5, Tamworth Homespace,  425 - 437 Goonoo Goonoo Road",Tamworth,NSW,2340,02 6762 4368,Open,-31.129197,150.922492,,
19b967ba-aafa-4db7-aaef-a264c1dffc5c,Jetts,Wallsend,"Shop 11C, Stockland Shopping Centre,  24 Kokera St",Wallsend,NSW,2287,02 4955 6404,Open,-32.903407,151.667461,,
a4c6c40d-c93a-4b55-9b85-79819b5e97b6,Jetts,Albany Creek,"Shops 28 & 29 Albany Creek Shopping Centre,  700 Albany Creek Road",Albany Creek,QLD,4035,07 3325 4972,Open,-27.346473,152.968832,,
c0d35e19-e76d-44bc-9133-608e0b853e9a,Jetts,Allenstown,"Shop 20B Allenstown Plaza Shopping Centre,  42 Caroline Street",Allenstown,QLD,4700,07 4922 3266,Open,-23.389925,150.503318,,
b22a2359-d99a-42ad-8559-0afc0851233a,Jetts,Annerley,"Shop 2 & 3,  483 Ipswich Road",Annerley,QLD,4103,07 3166 8212,Open,-27.51221,153.031501,,
3d9c1a83-76a6-4801-bc7a-25994ea46713,Jetts,Ashgrove,"Shop 5,  338 Waterworks Road",Ashgrove,QLD,4060,07 3366 2881,Open,-27.446789,152.986749,,
72b2d13e-f436-4390-b0f1-afb2855b5e8a,Jetts,Ashmore,"Showroom 2, Spotlight Shopping Centre,  345-351 Southport-Nerang Road",Ashmore,QLD,4214,07 5539 4990,Open,-27.977878,153.378925,,
039b9180-8957-489a-8af6-9cb05e7feb5f,Jetts,Aspley,"Shop 11, Aspley Arcade,  1370 Gympie Road",Aspley,QLD,4034,07 3195 8609,Open,-27.362553,153.016357,,
fe68b4ad-b577-46bd-be7d-e4cc431a13dd,Jetts,Booval,160 Brisbane Road,Booval,QLD,4304,07 3282 2860,Open,-27.613717,152.789762,,
bbcaf348-92d4-4605-baab-b877d0cd9dca,Jetts,Bracken Ridge,"Shop 1A, The Tavern Shopping Centre,  162 Barrett Road",Bracken Ridge,QLD,4017,07 3269 4690,Open,-27.31944,153.041287,,
6e4d0b6b-79f5-494d-b305-c78506c3b22f,Jetts,Brisbane Airport Skygate,"Shop 1 & 2, Skygate, Brisbane Airport,,  1 The Circuit",Brisbane Airport,QLD,4007,07 3119 2541,Open,-27.41514,153.081309,,
ff7a36b1-3077-42a4-8c03-ca9a312e7113,Jetts,Brisbane CBD,"Tenancy 1, Ground Level & Level 1,  280 Adelaide St",Brisbane,QLD,4000,07 3229 2702,Open,-27.465641,153.028339,,
cdf49be7-89b5-42c5-bcd9-5b09aeaee432,Jetts,Bundaberg,"Shop 8, Westside Shopping Centre,  1-14 Heidke Street",Bundaberg,QLD,4670,07 4152 3736,Open,-24.885688,152.319848,,
77a990ee-4ef7-420f-b95c-a91d2289e285,Jetts,Bundall,"Shop 1,  106 Bundall Road",Bundall,QLD,4217,07 5667 7115,Open,-28.004868,153.413069,,
ff3325f6-1d27-4398-afe5-15387b7f70ca,Jetts,Burleigh Heads,"Unit 3,  20 Kortum Drive",Burleigh Heads,QLD,4220,07 5535 9446,Open,-28.100919,153.441107,,
c0bc56c7-754e-42fc-872e-c49c7810e62b,Jetts,Caloundra,2-5 Park Place,Caloundra,QLD,4551,07 5492 5410,Open,-26.804786,153.123611,,
d6eb3eb8-5c2c-42eb-8013-cefbbae4fc59,Jetts,Camp Hill,"Shop 2/3 Samuel Village,  Cnr Samuel St and Boundary Rd",Camp Hill,QLD,4152,07 3137 0094,Open,-27.500298,153.075839,,
746d02fc-f827-49d8-b335-6dd271ff99d6,Jetts,Capalaba,"Shop E,  131 Old Cleveland Rd",Capalaba,QLD,4157,07 3166 9559,Open,-27.520999,153.19453,,
50426485-0f95-484c-8d79-0c8738c363be,Jetts,Chermside West,"Shop 1,  748 Rode Road",Chermside West,QLD,4032,07 3172 7485,Open,-27.391602,153.010991,,
e2c735ab-9012-4617-b4a2-40a4c4f2f9ae,Jetts,Coolum,138 Greenoaks Drive,Coolum,QLD,4573,07 5446 5427,Open,-26.536823,153.078451,,
4d1e5b17-94df-4d37-8aa9-3167499e2b69,Jetts,Coomera,Coomera Grand Road,Coomera,QLD,4209,07 5580 0400,Open,-27.8502671,153.2969469,,
35542a7c-fc33-449b-a9ef-a3f3b6a59de7,Jetts,Darra,168-178 Monier Road,Darra,QLD,4076,07 3715 6891,Open,-27.558346,152.951888,,
8905f1cc-d40b-438f-af6e-482151e8528b,Jetts,East Toowoomba,"Tenancy 1, The Range Shopping Centre",Toowoomba,QLD,4350,07 4632 6500,Open,-27.571363,151.975594,,
212b966e-cc2f-417a-bd02-53a3fe29323b,Jetts,Fairfield Waters,"The Precinct,  40-42 Stuart Drive",Idalia,QLD,4811,07 4729 0443,Open,-19.307944,146.805131,,
23ca2d2e-c1e1-4fec-9e45-e0a1136d36c4,Jetts,Ferny Grove,"Shop 6, Ferny Grove Shopping Centre,  51 McGinn Road",Ferny Grove,QLD,4055,07 3166 9044,Open,-27.401445,152.936409,,
0e5c2d7f-7d45-4b65-809c-85f2a4306e5e,Jetts,Fortitude Valley,356 St Pauls Terrace,Fortitude Valley,QLD,4006,07 3852 6058,Open,-27.455413,153.032007,,
79461b9c-0fe8-4d18-9da8-cbfcb14052db,Jetts,Gladstone,"Shop 2,  5 Dawson Highway",Gladstone,QLD,4680,07 4972 8871,Open,-23.859946,151.245147,,
9c508e6d-9e33-4a8c-99c4-0f344996a8f1,Jetts,Goodna,"Level 1,  Corner William and Barram Street",Goodna,QLD,4300,07 3381 9059,Open,-27.607951,152.896081,,
8cc19d00-108b-4cda-94c1-39d6bde42cb1,Jetts,Greenslopes,"Shop B3 Greenslopes Mall,  700 Logan Road",Greenslopes,QLD,4120,07 3847 2450,Open,-27.512206,153.05353,,
6e26d9ed-afb1-4f12-951d-f638cd787ee0,Jetts,Gympie,6-8 Perserverance St,Gympie,QLD,4570,07 5483 6645,Open,-26.198035,152.667263,,
c44613c3-f6e9-4ea8-830c-a41253697eff,Jetts,Hamilton,"Shop 720 Portside Wharf,  39 Hercules Street",Hamilton,QLD,4007,07 3630 2993,Open,-27.439235,153.068887,,
1859153b-79e5-413c-8cce-fd1bcc618173,Jetts,Helensvale,175 Monterey Keys Drive,Helensvale,QLD,4212,07 5519 4180,Open,-27.892762,153.336814,,
0860773e-46c5-4340-8684-0e557a9da38c,Jetts,Jindalee,"Shop 28, Looranah Street Shopping Centre,  62 Looranah Street",Jindalee,QLD,4074,07 3376 0575,Open,-27.532648,152.941875,,
b7744289-6304-4468-8f3b-b765c990d211,Jetts,Kallangur,1428 Anzac Ave,Kallangur,QLD,4503,07 3142 0345,Open,-27.250282,152.994306,,
f31b25f0-db54-48cc-b08d-0829f57c6a84,Jetts,Kawana,"Tenancy 3, Capital Place,  Kawana Way",Kawana,QLD,4575,07 5408 0511,Open,-26.736431,153.120768,,
d203507a-a862-4d9b-9a83-070709dd9fd4,Jetts,Kenmore,"Shop 2,  13 Marshalls Lane",Kenmore,QLD,4069,07 3878 8459,Open,-27.508534,152.946589,,
4a81e778-1ba2-4b98-9343-b649e13c17f6,Jetts,Kirwan,"Shop 8-11, Cnr Thuringowa Dr & Dalrymple Rd",Kirwan,QLD,4817,07 4773 2895,Open,-19.2875234,146.7406624,,
64f07647-e1b0-4e6b-931b-dc9b4e098ba5,Jetts,Logan Central,"Shop 30,  Cnr Wembley & Kingston Roads",Logan Central,QLD,4114,07 3209 4093,Open,-27.642991,153.117979,,
aba2c02f-6e52-4ed0-b755-940ade2c8969,Jetts,Lutwyche,470 Lutwyche Road,Lutwyche,QLD,4030,07 3357 3719,Open,-27.423592,153.03325,,
eb8cf21c-fbb9-4ed0-bc26-dd3c613f793f,Jetts,Mango Hill,Cnr Anzac Ave & Halpine Dr,Mango Hill,QLD,4509,07 3886 0084,Open,-27.226662,153.018423,,
c1cfdf69-3c1e-4527-98b8-4abac054debf,Jetts,Margate,"Shop 1,  328 Oxley Avenue",Margate,QLD,4019,07 3283 2715,Open,-27.241195,153.107624,,
ca6d2ddc-a8fb-45ff-83a9-35a60a7a6c86,Jetts,Maroochydore,"Tenancy 1,  25-27 Maud Street",Maroochydore,QLD,4558,07 5479 2168,Open,-26.658074,153.093796,,
956c7b03-1c4c-4600-a77d-35825f190e59,Jetts,McDowall,"Shop 7a, McDowall Village Shopping Centre,  Crn Beckett Road & Hamilton Road",Mcdowall,QLD,4053,07 3353 4924,Open,-27.380076,152.992133,,
eb8b77b6-5e80-425e-8f54-7451d250203e,Jetts,Mermaid Beach,"Shop 23, Ground Floor, Pacific Square Shopping Centre,  2532 Gold Coast Highway",Mermaid Beach,QLD,4218,07 5631 4411,Open,-28.041241,153.433072,,
5bd9fff7-0f12-4392-a5e7-4608f34aaaa7,Jetts,Milton,"Ground Floor, The Atrium,  19 Lang Parade",Milton,QLD,4064,07 3876 0436,Open,-27.473958,153.002369,,
486e22c7-5f97-401d-b7c8-432424c31d4e,Jetts,Mitchelton,71 Osborne Road,Mitchelton,QLD,4053,07 3855 5228,Open,-27.411327,152.977533,,
7cdf0aad-10dd-4133-b85a-ffdabce40f44,Jetts,Mooloolaba,112 Brisbane Rd,Mooloolaba,QLD,4557,07 5444 3530,Open,-26.687073,153.115559,,
783f886c-bf9e-4648-8c31-5efa9f94d447,Jetts,Morayfield,125 Morayfield Road,Morayfield,QLD,4506,07 5432 4723,Open,-27.097547,152.94945,,
aca105f3-ec85-4580-a70e-c9e97e06efa8,Jetts,Morningside,684 Wynnum Road,Morningside,QLD,4170,07 3899 5222,Open,-27.466719,153.073261,,
50a470da-cd05-4ad7-be5c-16ed2dcea0cc,Jetts,Mt Gravatt,"Shop 29, Mt Gravatt Village Shopping Centre,  1932 Logan Road",Upper Mt Gravatt,QLD,4122,07 3422 0161,Open,-27.55832,153.08087,,
6838410f-7c2b-4c65-98e7-c6654391914e,Jetts,Mt Warren Park,"Shop 3,  140 Mt Warren Boulevard",Mt Warren Park,QLD,4207,07 3807 5950,Open,-27.728932,153.208458,,
e8562ed5-1ed8-4490-86a9-fbfa3c72d581,Jetts,Murrumba Downs,"Shop 18, Murrumba Downs Shopping Centre,  Cnr Dohles Rocks Road & Goodrich Road",Murrumba Downs,QLD,4503,07 3385 0231,Open,-27.271787,153.016283,,
562925a2-20f5-4472-ae04-7f1641793d3c,Jetts,Nambour,33 Short Street,Nambour,QLD,4560,07 5441 6154,Open,-26.624802,152.960047,,
25be8706-ae7d-4d50-8753-a6850fe64dad,Jetts,Narangba,"Unit 1,  49 Golden Wattle Drive",Narangba,QLD,4504,07 3385 7155,Open,-27.172255,152.93871,,
ef9774e0-0d8d-47e0-be95-aba952eae951,Jetts,Nerang,"Shop 21, Nerang Fair Shopping Centre,  74 Beaudesert Nerang Rd",Nerang,QLD,4211,07 5631 4405,Open,-27.99317,153.332559,,
d284a276-e4ae-457f-9c4e-377f1f5ec35d,Jetts,Noosa,"Level 1,  5 Gibson Rd",Noosaville,QLD,4566,07 5449 9366,Open,-26.401958,153.066758,,
27f5c707-58d2-4506-9ff0-50b92efec1c2,Jetts,Pacific Pines,"Superfish Leisure Centre,  Greenway Boulevard",Pacific Pines,QLD,4210,07 5529 4343,Open,-27.931261,153.300744,,
7b1a7987-4009-4687-a3b0-51a9363f886b,Jetts,Palm Beach,"First Floor,  Cnr 6th Ave & Gold Coast Highway",Palm Beach,QLD,4221,07 5534 7666,Open,-28.120092,153.472012,,
3cb0b3b3-aa53-4945-a38a-c06de0fee283,Jetts,Peregian,Shop 14/16 Peregian Springs Shopping Centre,Peregian Springs,QLD,4573,07 5313 6322,Open,-26.496808,153.079162,,
955e6692-56e7-4422-972b-63e2ec9c542b,Jetts,Redland Bay,"Shop 14-15, Red Edge Convenience Centre,  Cnr School of Arts Rd and Cypress St",Redland Bay,QLD,4165,07 3139 1105,Open,-27.628562,153.297558,,
9cfe637c-c1d0-4c22-ac54-4d6210ad6525,Jetts,Rockhampton,"Shop RS2D Stocklands Rockhampton,  Cnr Yaamba Road & Highway One North",Rockhampton,QLD,4701,07 4911 2977,Open,-23.353268,150.523446,,
4ee6239c-9ef4-4bb3-89ac-91f7a7e00575,Jetts,South Toowoomba,"Shop 4,  Cnr Ruthven & Stenner St",Toowoomba,QLD,4350,07 4636 3466,Open,-27.593072,151.947848,,
af5b3409-056d-4d94-87f7-3f18ef9a55e5,Jetts,Southport,"Shop B005 Australia Fair Shopping Centre,  42 Marine Parade",Southport,QLD,4215,1300 JETTS 247,Open,-27.9682305,153.4164687,,
a8a2f54c-616a-43ba-8e4b-7ac2a8e83ae4,Jetts,Springwood,"Shop 24, Centro Springwood,  34 Fitzgerald Avenue",Springwood,QLD,4127,07 3209 5000,Open,-27.614377,153.127416,,
0fd9a8b2-644e-4847-b66f-7ab830f6274d,Jetts,Strathpine,"Shop 1,  357 Gympie Rd",Strathpine,QLD,4500,07 3205 7705,Open,-27.305176,152.98963,,
0b2576b3-b3cb-4514-85a4-58f7715a26de,Jetts,Sunnybank Hills,"1A,  528 Compton Road",Sunnybank Hills,QLD,4109,07 3188 9480,Open,-27.611755,153.062768,,
c9d43794-196c-43da-8e0c-08f34e95b9a8,Jetts,Taigum,"Shop E5, Centro Taigum Shopping Centre,  Cnr Beams & Church Roads",Taigum,QLD,4018,07 3137 1772,Open,-27.351115,153.047683,,
6154430f-53eb-490e-b918-a73691568c2b,Jetts,Taringa,"Taringa Shop 7,  189-191 Moggill Rd",Taringa,QLD,4068,07 3166 8826,Open,-27.492555,152.979027,,
c885a60a-fa01-4376-9d39-4cb47d751358,Jetts,The Grange,21 Thomas Street,The Grange,QLD,4051,07 3352 3597,Open,-27.426666,153.014422,,
5fb8e99c-4902-4b04-9583-e23affbf2ba9,Jetts,Varsity Lakes,15 Lake Street,Varsity Lakes,QLD,4227,07 5578 9819,Open,-28.077152,153.414404,,
4738e6d1-d8e8-476c-9d50-c0cb6871d703,Jetts,Woolloongabba,"Shop 18, Woolloongabba Central,  803 Stanley Street",Woolloongabba,QLD,4102,07 3895 8330,Open,-27.486598,153.035315,,
6fa61094-aedc-49ae-a2cc-0c79399b8c53,Jetts,Wynnum,100 Tingal Road,Wynnum,QLD,4102,07 3348 5770,Open,-27.446186,153.171734,,
b07d628b-d4bd-4fef-b7cb-6abf4078692c,Jetts,Adelaide CBD,"Basement Tenancy,  41 Currie St",Adelaide,SA,5000,08 8231 0251,Open,-34.924576,138.59786,,
2af299f9-bca1-4a1a-a10e-03bb59900562,Jetts,Burnside,"Burnside Village Shopping Centre,  447 Portrush Road",Burnside,SA,5066,08 8338 1788,Open,-34.941417,138.641803,,
f0de7104-8464-447d-9233-f17b22bdebf2,Jetts,East End,Cnr Pulteney & Angas Streets,Adelaide Cbd,SA,5000,08 8227 2677,Open,-34.929818,138.606107,,
2c6dec0e-9c38-4180-92ae-04b5fd0bc57b,Jetts,Elizabeth,61 Elizabeth Way,Elizabeth,SA,5112,08 8252 0422,Open,-34.7148937,138.6693023,,
58d5e2b5-84fa-44ce-8619-33c1f0545258,Jetts,Everard Park,98 Anzac Highway,Everard Park,SA,5035,08 8351 1371,Open,-34.953001,138.572359,,
c4355285-f323-4ff9-8e52-a31314fe435c,Jetts,Gawler,3 Whitelaw Terrace,Gawler,SA,5118,08 8522 1553,Open,-34.59954,138.7491411,,
38222a98-5322-4648-80c4-34a870c4d698,Jetts,Glen Osmond,373 Glen Osmond Road,Glen Osmond,SA,5064,08 8379 7016,Open,-34.960481,138.642393,,
68fdd096-da58-4ffe-9177-de2e7fce327a,Jetts,Glenelg,8 Moseley Street,Glenelg,SA,5045,08 8295 7886,Open,-34.981098,138.513237,,
fb6e7b80-8871-4004-beef-134a73f3653b,Jetts,Golden Grove,Lot 1040 The Golden Way,Golden Grove,SA,5125,08 8251 7521,Open,-34.7928287,138.6936449,,
537b83c2-528b-4716-b0e6-c6291072f26d,Jetts,Hallett Cove,"TA02 Hallett Cove Shopping Centre,  Lonsdale Road",Hallett Cove,SA,5158,08 8387 5449,Open,-35.076041,138.520879,,
002aef36-5515-4a87-b28b-dd884bcdbfbd,Jetts,Kidman Park,"Tenancy 6,  308 - 320 Grange Road",Kidman Park,SA,5025,08 8355 5945,Open,-34.906655,138.531181,,
f10b7a72-449a-4024-9ecc-c911954fff7c,Jetts,Marden,373 Payneham Road,Marden,SA,5070,08 8363 0581,Open,-34.895737,138.639371,,
0662e843-d38a-4aca-bec5-3130d9d33850,Jetts,Mitcham,212 Belair Road,Mitcham,SA,5062,08 8172 0871,Open,-34.9791701,138.6232675,,
d2548ab1-3f52-4e72-88b0-59d45ce3c495,Jetts,Modbury,"Unit 1,  929 North East Road",Modbury,SA,5095,08 8264 0263,Open,-34.834523,138.681536,,
0e1ea34b-b556-4c17-9943-5fa044952f4d,Jetts,Morphett Vale,"Shop B1,  199 Main South Road",Morphett Vale,SA,5162,08 8463 0993,Open,-35.118592,138.522706,,
a36b8cc9-1fee-487a-b94c-ea68580fe2e4,Jetts,Mt Gambier,"Shop 6,  165 Commercial St",Mt Gambier,SA,5290,08 8723 2506,Open,-37.831627,140.792765,,
34940e7c-0430-426b-9731-0ac7bef7d650,Jetts,Newton,"Shop T24, Newton Village Shopping Centre,  299 Montacute Road",Newton,SA,5074,08 8365 7219,Open,-34.885458,138.690528,,
32b74054-4333-4199-b80a-30193e6ac31e,Jetts,Prospect,100 Main North Road,Prospect,SA,5082,08 8344 6148,Open,-34.8906962,138.6030371,,
96f41d0d-bd73-4cc4-89bc-46bc5274aaca,Jetts,Rundle Street,"Unit 5, 187 Rundle Street",Adelaide,SA,5000,08 8223 6525,Open,-34.9287264,138.5999453,,
5bd5f558-f200-43ed-80fa-817808689f19,Jetts,Sefton Park,"Tenancy 45, North Park Shopping Centre",Prospect,SA,5082,08 8344 1468,Open,-34.875616,138.601563,,
846c487c-b8bb-49a4-9048-105d99612126,Jetts,St Marys,"Tenancy 3,  1223-1231 South Road",St Marys,SA,5042,08 8276 3620,Open,-35.000105,138.57578,,
ce2ca4a8-5089-49bc-a973-039ccda28944,Jetts,St Morris,"Ground Floor,  427 Magill Road",St Morris,SA,5068,08 8333 0415,Open,-34.913692,138.655224,,
e49e9335-1e2e-4050-8503-7b6b58c88831,Jetts,Valley View,"Tenancy 1, The Junction Shopping Centre,  901 Grand Junction Road",Valley View,SA,5093,08 8263 9075,Open,-34.844908,138.662062,,
ed443a0e-79ee-45d7-8434-afab600db59c,Jetts,Welland,"Shop 23A, Welland Shopping Centre,  522 Port Road",Welland,SA,5007,08 8340 7460,Open,-34.896185,138.55751,,
c8594972-6211-4187-822a-8e97d2daf59a,Jetts,Belmont,"Level 1,  155 High Street",Belmont,VIC,3216,03 5244 3510,Open,-38.175389,144.342284,,
261225a1-7a11-47e8-a9a7-ab97b4ddac56,Jetts,Bentleigh East,"Shops 5-7,  658 Centre Road",Bentleigh East,VIC,3165,03 9570 2413,Open,-37.920903,145.055375,,
d74a6e50-3eb3-42eb-8d2c-74fef65f4ab0,Jetts,Berwick,240-246 Clyde Road,Berwick,VIC,3806,03 8768 9339,Open,-38.030918,145.346115,,
ae2143fd-e80a-4269-8d3f-2f2f935fd29f,Jetts,Boronia,"Suite 3,  241 Dorset Road",Boronia,VIC,3155,03 9761 2780,Open,-37.861238,145.285461,,
2b423f92-58ed-4fa0-9fb6-e66f439d1aac,Jetts,Box Hill,913 Whitehorse Road,Box Hill,VIC,3128,03 9890 4643,Open,-37.8190302,145.1235432,,
a5bc950b-2481-4963-8533-86067653b6aa,Jetts,Brandon Park,"Centro Brandon Park,  Cnr Ferntree Gully & Springvale Roads",Brandon Park,VIC,3150,03 9562 0306,Open,-37.906588,145.162139,,
9c62c1f5-afdc-4f37-b2c4-d1e1eea2c93f,Jetts,Broadmeadows,"Broadmeadows Homemaker Centre,  1185 - 1197 Pascoe Vale Road",Broadmeadows,VIC,3047,03 9309 0758,Open,-37.678369,144.921727,,
818c7caa-7360-4ccc-ab7b-50d89fced97f,Jetts,Bundoora,"Shops 1-4,  584 Grimshaw Street",Bundoora,VIC,3083,03 9470 8702,Open,-37.699719,145.059313,,
0e16edf3-0e52-4d43-b841-19bb8c36225b,Jetts,Camberwell Junction,"Shop 7 & 8 Aerial Retail,  480 Riversdale Road",Hawthorne East,VIC,3123,03 9813 4915,Open,-37.831493,145.056438,,
15f6068c-5ef2-4f85-afb1-375fb1d0929f,Jetts,Caroline Springs,"Shop 1, Northlakes Shopping Centre,  124-128 Gourlay Road",Caroline Springs,VIC,3023,03 9390 3409,Open,-37.711122,144.740174,,
4f0157f1-7034-494a-a83e-cad6485206c3,Jetts,Carrum Downs,"Shop A03,  335 Ballarto Road",Carrum Downs,VIC,3201,03 9785 1082,Open,-38.116698,145.19278,,
5c2073b7-8ac3-4760-b8b7-23da282467f8,Jetts,Clyde North,"Shop 1, 2a Selandra Boulevard",Clyde North,VIC,3978,03 5998 0503,Open,-38.1184629,145.3273726,,
f305debc-e5f0-4bcb-9eaa-dddcc2c77f32,Jetts,Coburg,290-292 Sydney Road,Coburg,VIC,3058,03 9383 1560,Open,-37.7473966,144.9656528,,
1e23b5cc-1b61-4441-b998-4befae3fece8,Jetts,Coburg North,"Coburg Hill Shopping Centre,  Level 1, 153-167 Elizabeth Street",Coburg North,VIC,3058,03 9354 6299,Open,-37.7300814,144.9836654,,
7311930e-6d1d-4ab5-a00c-0f31f420c102,Jetts,Craigieburn,"Shop 21 Stockland Highlands,  300-332 Grand Boulevard",Craigieburn,VIC,3064,03 8339 7795,Open,-37.57494,144.920268,,
db05ae8d-f052-4745-bfcc-a199b83650dd,Jetts,Derrimut,"Shop 17 Derrimut Village Shopping Centre,  20 Mt Derrimut Road",Deer Park,VIC,3030,03 8358 5031,Open,-37.783537,144.771395,,
66ed11de-0e15-49cb-b8fe-d3044819f5bb,Jetts,Docklands,"Shop 6, AMP Building,  750 Collins Street",Docklands,VIC,3008,03 9642 8033,Open,-37.820383,144.94929,,
